ubuntu@ip-172-31-14-169:~/inheritance-cost-benchmark$ ./gradlew clean jmh

> Task :jmhRunBytecodeGenerator
Processing 1 classes from /home/ubuntu/inheritance-cost-benchmark/build/classes/java/jmh with "reflection" generator
Writing out Java source to /home/ubuntu/inheritance-cost-benchmark/build/jmh-generated-sources and resources to /home/ubuntu/inheritance-cost-benchmark/build/jmh-generated-resources
Processing 0 classes from /home/ubuntu/inheritance-cost-benchmark/build/classes/java/test with "reflection" generator
Writing out Java source to /home/ubuntu/inheritance-cost-benchmark/build/jmh-generated-sources and resources to /home/ubuntu/inheritance-cost-benchmark/build/jmh-generated-resources

> Task :jmh
# JMH version: 1.37
# VM version: JDK 21.0.10, OpenJDK 64-Bit Server VM, 21.0.10+7-Ubuntu-124.04
# VM invoker: /usr/lib/jvm/java-21-openjdk-amd64/bin/java
# VM options: -Dfile.encoding=UTF-8 -Djava.io.tmpdir=/home/ubuntu/inheritance-cost-benchmark/build/tmp/jmh -Duser.country -Duser.language=en -Duser.variant
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 3 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.benchmark.DispatchBenchmark.chainDepth2

# Run progress: 0.00% complete, ETA 00:08:35
# Fork: 1 of 1
# Warmup Iteration   1: 0.750 ns/op
# Warmup Iteration   2: 0.801 ns/op
# Warmup Iteration   3: 0.650 ns/op
Iteration  12: 0.556 ns/opING [7m 9s]
Iteration  13: 0.551 ns/opING [7m 10s]
Iteration  14: 0.549 ns/opING [7m 11s]
Iteration  15: 0.546 ns/opING [7m 12s]
Iteration  16: 0.550 ns/opING [7m 13s]
Iteration  17: 0.548 ns/opING [7m 14s]
Iteration  18: 0.545 ns/opING [7m 15s]
Iteration  19: 0.545 ns/opING [7m 16s]
Iteration  20: 0.547 ns/opING [7m 17s]
Iteration  21: 0.553 ns/opING [7m 18s]
Iteration  22: 0.559 ns/opING [7m 19s]
Iteration  23: 0.557 ns/opING [7m 20s]
Iteration  24: 0.550 ns/opING [7m 21s]
Iteration  25: 0.545 ns/opING [7m 22s]
Iteration  26: 0.550 ns/opING [7m 23s]
Iteration  27: 0.549 ns/opING [7m 24s]
Iteration  28: 0.549 ns/opING [7m 25s]
Iteration  29: 0.548 ns/opING [7m 26s]
Iteration  30: 0.550 ns/opING [7m 27s]
Iteration  31: 0.550 ns/opING [7m 28s]
Iteration  32: 0.545 ns/opING [7m 29s]
Iteration  33: 0.548 ns/opING [7m 30s]
Iteration  34: 0.551 ns/opING [7m 31s]
Iteration  35: 0.553 ns/opING [7m 32s]
Iteration  36: 0.557 ns/opING [7m 33s]
Iteration  37: 0.557 ns/opING [7m 34s]
Iteration  38: 0.549 ns/opING [7m 35s]
Iteration  39: 0.547 ns/opING [7m 36s]
Iteration  40: 0.549 ns/opING [7m 37s]
Iteration  41: 0.554 ns/opING [7m 38s]
Iteration  42: 0.559 ns/opING [7m 39s]
Iteration  43: 0.552 ns/opING [7m 40s]
Iteration  44: 0.549 ns/opING [7m 41s]
Iteration  45: 0.546 ns/opING [7m 42s]
Iteration  46: 0.546 ns/opING [7m 43s]
Iteration  47: 0.550 ns/opING [7m 44s]
Iteration  48: 0.552 ns/opING [7m 45s]
Iteration  49: 0.551 ns/opING [7m 46s]
Iteration  50: 0.561 ns/opING [7m 47s]
Iteration  51: 0.554 ns/opING [7m 48s]
Iteration  52: 0.553 ns/opING [7m 49s]
Iteration  53: 0.550 ns/opING [7m 50s]
Iteration  54: 0.552 ns/opING [7m 51s]
Iteration  55: 0.547 ns/opING [7m 52s]
Iteration  56: 0.547 ns/opING [7m 53s]
Iteration  57: 0.556 ns/opING [7m 54s]
Iteration  58: 0.556 ns/opING [7m 55s]
Iteration  59: 0.554 ns/opING [7m 56s]
Iteration  60: 0.546 ns/opING [7m 57s]
Iteration  61: 0.549 ns/opING [7m 58s]
Iteration  62: 0.547 ns/opING [7m 59s]
Iteration  63: 0.548 ns/opING [8m]
Iteration  64: 0.552 ns/opING [8m 1s]
Iteration  65: 0.555 ns/opING [8m 2s]
Iteration  66: 0.553 ns/opING [8m 3s]
Iteration  67: 0.553 ns/opING [8m 4s]
Iteration  68: 0.550 ns/opING [8m 5s]
Iteration  69: 0.549 ns/opING [8m 6s]
Iteration  70: 0.548 ns/opING [8m 7s]
Iteration  71: 0.548 ns/opING [8m 8s]
Iteration  72: 0.554 ns/opING [8m 9s]
Iteration  73: 0.553 ns/opING [8m 10s]
Iteration  74: 0.547 ns/opING [8m 11s]
Iteration  75: 0.545 ns/opING [8m 12s]
Iteration  76: 0.546 ns/opING [8m 13s]
Iteration  77: 0.545 ns/opING [8m 14s]
Iteration  78: 0.547 ns/opING [8m 15s]
Iteration  79: 0.548 ns/opING [8m 16s]
Iteration  80: 0.549 ns/opING [8m 17s]
Iteration  81: 0.551 ns/opING [8m 18s]
Iteration  82: 0.555 ns/opING [8m 19s]
Iteration  83: 0.553 ns/opING [8m 20s]
Iteration  84: 0.549 ns/opING [8m 21s]
Iteration  85: 0.547 ns/opING [8m 22s]
Iteration  86: 0.546 ns/opING [8m 23s]
Iteration  87: 0.545 ns/opING [8m 24s]
Iteration  88: 0.548 ns/opING [8m 25s]
Iteration  89: 0.546 ns/opING [8m 26s]
Iteration  90: 0.543 ns/opING [8m 27s]
Iteration  91: 0.549 ns/opING [8m 28s]
Iteration  92: 0.558 ns/opING [8m 29s]
Iteration  93: 0.554 ns/opING [8m 30s]
Iteration  94: 0.548 ns/opING [8m 31s]
Iteration  95: 0.608 ns/opING [8m 32s]
Iteration  96: 0.548 ns/opING [8m 33s]
Iteration  97: 0.550 ns/opING [8m 34s]
Iteration  98: 0.554 ns/opING [8m 35s]
Iteration  99: 0.552 ns/opING [8m 36s]
Iteration 100: 0.547 ns/opING [8m 37s]


Result "com.benchmark.DispatchBenchmark.staticCall":
  0.551 ±(99.9%) 0.002 ns/op [Average]
  (min, avg, max) = (0.543, 0.551, 0.608), stdev = 0.007
  CI (99.9%): [0.548, 0.553] (assumes normal distribution)


# Run complete. Total time: 00:08:37

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                              Mode  Cnt  Score   Error  Units
DispatchBenchmark.chainDepth2          avgt  100  0.651 ± 0.003  ns/op
DispatchBenchmark.chainDepth4          avgt  100  0.649 ± 0.003  ns/op
DispatchBenchmark.chainDepth8          avgt  100  0.649 ± 0.002  ns/op
DispatchBenchmark.dispatch1Layer_mono  avgt  100  0.649 ± 0.003  ns/op
DispatchBenchmark.staticCall           avgt  100  0.551 ± 0.002  ns/op

Benchmark result is saved to /home/ubuntu/inheritance-cost-benchmark/build/results/jmh-results.csv

[Incubating] Problems report is available at: file:///home/ubuntu/inheritance-cost-benchmark/build/reports/problems/problems-report.html

Deprecated Gradle features were used in this build, making it incompatible with Gradle 10.

You can use '--warning-mode all' to show the individual deprecation warnings and determine if they come from your own scripts or plugins.

For more on this, please refer to https://docs.gradle.org/9.3.1/userguide/command_line_interface.html#sec:command_line_warnings in the Gradle documentation.

BUILD SUCCESSFUL in 8m 38s
7 actionable tasks: 7 executed
Consider enabling configuration cache to speed up this build: https://docs.gradle.org/9.3.1/userguide/configuration_cache_enabling.html
